,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
1602,juke,0.0,0.0,0.0,43.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,50.0,23.0,3.0,3.0,0.0,2.0,3.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,6.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,461.0
4514,мэджик,1.0,0.0,82.0,15.0,2.0,4.0,0.0,39.0,0.0,0.0,8.0,11.0,17.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,264.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,461.0
1006,сингл,9.0,0.0,42.0,6.0,3.0,46.0,4.0,27.0,5.0,0.0,2.0,9.0,5.0,11.0,0.0,25.0,10.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,7.0,12.0,8.0,69.0,3.0,6.0,0.0,2.0,131.0,1.0,0.0,9.0,460.0
7345,коминтерновый,9.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,1.0,0.0,4.0,43.0,18.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,117.0,15.0,42.0,0.0,4.0,42.0,0.0,12.0,0.0,0.0,0.0,87.0,460.0
5459,токарчук,5.0,0.0,0.0,20.0,15.0,0.0,1.0,15.0,2.0,3.0,16.0,16.0,19.0,19.0,0.0,20.0,14.0,0.0,0.0,18.0,0.0,3.0,0.0,0.0,8.0,0.0,33.0,36.0,13.0,2.0,111.0,42.0,1.0,6.0,12.0,4.0,0.0,6.0,460.0
8877,эр,12.0,0.0,8.0,16.0,8.0,2.0,6.0,11.0,9.0,1.0,19.0,19.0,4.0,9.0,4.0,3.0,8.0,5.0,16.0,3.0,1.0,14.0,2.0,42.0,22.0,1.0,23.0,8.0,38.0,2.0,11.0,31.0,15.0,35.0,10.0,14.0,0.0,27.0,459.0
5041,led,11.0,0.0,0.0,64.0,2.0,1.0,9.0,29.0,0.0,6.0,6.0,15.0,43.0,2.0,0.0,4.0,8.0,5.0,65.0,4.0,0.0,8.0,3.0,0.0,2.0,4.0,9.0,78.0,11.0,6.0,0.0,28.0,1.0,0.0,6.0,4.0,21.0,3.0,458.0
1479,отзывать,6.0,85.0,0.0,7.0,4.0,0.0,8.0,3.0,5.0,2.0,9.0,9.0,1.0,3.0,0.0,6.0,2.0,21.0,78.0,3.0,6.0,4.0,0.0,2.0,8.0,12.0,5.0,3.0,4.0,0.0,2.0,5.0,9.0,3.0,5.0,5.0,128.0,5.0,458.0
5719,бампер,1.0,78.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,151.0,0.0,0.0,1.0,0.0,1.0,0.0,141.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,457.0
3415,ing,0.0,0.0,0.0,100.0,3.0,0.0,1.0,9.0,0.0,0.0,36.0,8.0,7.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,16.0,5.0,2.0,0.0,2.0,37.0,7.0,0.0,2.0,192.0,0.0,0.0,457.0
2469,cherokee,2.0,2.0,0.0,71.0,2.0,0.0,12.0,1.0,0.0,0.0,2.0,40.0,30.0,2.0,0.0,0.0,1.0,14.0,78.0,8.0,0.0,1.0,0.0,0.0,5.0,33.0,8.0,47.0,2.0,0.0,3.0,19.0,0.0,0.0,1.0,7.0,47.0,19.0,457.0
6717,трансперенси,1.0,0.0,0.0,39.0,80.0,0.0,29.0,6.0,0.0,0.0,8.0,1.0,3.0,4.0,20.0,44.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,39.0,1.0,21.0,0.0,41.0,56.0,0.0,0.0,457.0
5464,эвакуировать,12.0,42.0,1.0,6.0,12.0,1.0,15.0,9.0,17.0,1.0,21.0,14.0,15.0,9.0,4.0,8.0,10.0,16.0,2.0,11.0,0.0,18.0,0.0,52.0,26.0,0.0,22.0,9.0,16.0,0.0,5.0,17.0,5.0,14.0,16.0,3.0,3.0,25.0,457.0
7666,cars,9.0,2.0,1.0,50.0,3.0,0.0,23.0,10.0,0.0,0.0,54.0,33.0,3.0,12.0,0.0,1.0,1.0,2.0,55.0,0.0,4.0,0.0,0.0,0.0,2.0,18.0,14.0,35.0,3.0,2.0,1.0,19.0,3.0,2.0,14.0,39.0,38.0,4.0,457.0
3851,диспансеризация,36.0,0.0,0.0,9.0,7.0,0.0,2.0,15.0,29.0,0.0,10.0,17.0,30.0,14.0,0.0,16.0,11.0,42.0,0.0,5.0,0.0,18.0,0.0,44.0,13.0,0.0,19.0,35.0,16.0,1.0,2.0,23.0,2.0,19.0,5.0,2.0,0.0,14.0,456.0
3061,джан,6.0,0.0,17.0,22.0,6.0,22.0,2.0,64.0,1.0,0.0,8.0,15.0,33.0,5.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,31.0,17.0,6.0,152.0,4.0,20.0,0.0,2.0,0.0,0.0,0.0,2.0,456.0
7344,dax,0.0,0.0,0.0,7.0,1.0,0.0,1.0,13.0,0.0,0.0,360.0,3.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,24.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,0.0,0.0,456.0
3638,госсубсидия,10.0,0.0,0.0,123.0,1.0,0.0,8.0,8.0,4.0,0.0,48.0,20.0,16.0,3.0,0.0,1.0,6.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,19.0,31.0,48.0,18.0,3.0,0.0,2.0,34.0,4.0,0.0,1.0,31.0,5.0,2.0,455.0
8028,коростелев,17.0,0.0,0.0,66.0,10.0,2.0,3.0,19.0,0.0,0.0,2.0,22.0,41.0,16.0,5.0,0.0,22.0,7.0,0.0,10.0,1.0,3.0,0.0,0.0,7.0,0.0,20.0,15.0,1.0,18.0,2.0,31.0,0.0,6.0,97.0,5.0,0.0,7.0,455.0
4340,хохфильцен,13.0,0.0,170.0,18.0,1.0,4.0,0.0,84.0,0.0,0.0,10.0,38.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,59.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,454.0
3155,рядный,21.0,2.0,1.0,36.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2.0,59.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,44.0,0.0,454.0
7953,варварка,5.0,0.0,0.0,21.0,12.0,0.0,0.0,5.0,9.0,27.0,38.0,10.0,23.0,2.0,0.0,0.0,3.0,183.0,0.0,0.0,0.0,9.0,0.0,2.0,6.0,0.0,14.0,21.0,3.0,0.0,1.0,39.0,0.0,5.0,1.0,10.0,1.0,3.0,453.0
205,медоева,0.0,0.0,0.0,32.0,76.0,0.0,10.0,5.0,3.0,0.0,2.0,0.0,0.0,18.0,34.0,63.0,2.0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,18.0,0.0,5.0,2.0,1.0,0.0,27.0,5.0,14.0,0.0,59.0,15.0,0.0,0.0,453.0
3725,шатаут,0.0,0.0,2.0,0.0,0.0,4.0,0.0,49.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0
885,рэшфорд,3.0,0.0,22.0,8.0,2.0,26.0,0.0,89.0,1.0,0.0,2.0,2.0,10.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0
143,квартальнов,8.0,0.0,24.0,5.0,2.0,25.0,11.0,27.0,0.0,0.0,5.0,38.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,229.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0
185,чужое,15.0,14.0,28.0,11.0,16.0,15.0,16.0,9.0,12.0,1.0,7.0,10.0,22.0,12.0,13.0,18.0,20.0,3.0,3.0,19.0,13.0,18.0,18.0,3.0,6.0,3.0,7.0,15.0,7.0,7.0,18.0,5.0,8.0,19.0,9.0,12.0,12.0,8.0,452.0
3164,роскомсвобода,0.0,0.0,0.0,33.0,71.0,0.0,24.0,9.0,0.0,0.0,24.0,3.0,1.0,3.0,11.0,100.0,2.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,44.0,0.0,6.0,0.0,41.0,24.0,0.0,0.0,452.0
8373,казинс,0.0,0.0,28.0,6.0,1.0,3.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,380.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0
7671,pirelli,0.0,0.0,5.0,133.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,38.0,21.0,16.0,0.0,4.0,1.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,21.0,21.0,5.0,3.0,0.0,10.0,1.0,1.0,4.0,9.0,39.0,2.0,452.0
5357,рум,5.0,0.0,1.0,110.0,4.0,0.0,9.0,22.0,0.0,0.0,12.0,26.0,60.0,1.0,0.0,1.0,13.0,8.0,38.0,8.0,0.0,2.0,0.0,0.0,5.0,0.0,9.0,56.0,2.0,6.0,0.0,13.0,0.0,4.0,1.0,1.0,32.0,3.0,452.0
5825,бронировать,8.0,8.0,1.0,6.0,5.0,3.0,11.0,9.0,4.0,0.0,14.0,12.0,7.0,13.0,4.0,4.0,8.0,4.0,82.0,8.0,1.0,7.0,6.0,0.0,8.0,59.0,17.0,17.0,8.0,1.0,6.0,8.0,8.0,7.0,6.0,6.0,32.0,43.0,451.0
5229,сенсорный,2.0,142.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,31.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,75.0,0.0,35.0,1.0,9.0,0.0,1.0,77.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,45.0,1.0,451.0
3291,танкер,17.0,0.0,0.0,9.0,17.0,0.0,11.0,13.0,16.0,0.0,34.0,18.0,4.0,15.0,2.0,12.0,14.0,0.0,0.0,10.0,0.0,15.0,0.0,65.0,28.0,0.0,27.0,8.0,22.0,0.0,10.0,15.0,7.0,15.0,9.0,11.0,0.0,27.0,451.0
5238,vehicle,3.0,0.0,2.0,56.0,0.0,0.0,19.0,9.0,0.0,2.0,44.0,32.0,6.0,27.0,0.0,0.0,4.0,0.0,56.0,2.0,0.0,4.0,0.0,0.0,4.0,35.0,23.0,45.0,28.0,0.0,1.0,26.0,5.0,0.0,2.0,2.0,8.0,6.0,451.0
3895,алексашенко,0.0,0.0,0.0,6.0,333.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,4.0,1.0,0.0,13.0,0.0,0.0,0.0,450.0
7629,порше,10.0,0.0,22.0,40.0,14.0,0.0,85.0,4.0,2.0,0.0,2.0,2.0,81.0,8.0,0.0,1.0,21.0,10.0,58.0,1.0,0.0,3.0,0.0,0.0,4.0,15.0,4.0,7.0,0.0,23.0,0.0,5.0,1.0,6.0,0.0,6.0,13.0,1.0,449.0
6851,рецессия,8.0,0.0,0.0,15.0,9.0,0.0,6.0,19.0,3.0,0.0,30.0,16.0,3.0,12.0,0.0,7.0,24.0,0.0,0.0,7.0,0.0,4.0,0.0,16.0,22.0,0.0,8.0,7.0,42.0,0.0,12.0,9.0,98.0,5.0,6.0,59.0,0.0,2.0,449.0
4381,vida,9.0,0.0,0.0,16.0,2.0,0.0,3.0,26.0,0.0,0.0,8.0,6.0,7.0,3.0,0.0,315.0,4.0,13.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,12.0,5.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0
3247,гусинский,7.0,0.0,0.0,35.0,28.0,0.0,3.0,33.0,9.0,0.0,31.0,15.0,37.0,34.0,0.0,18.0,70.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,41.0,12.0,22.0,0.0,23.0,14.0,0.0,0.0,448.0
4331,michael,6.0,0.0,5.0,73.0,8.0,0.0,10.0,34.0,4.0,0.0,10.0,13.0,25.0,71.0,0.0,10.0,1.0,5.0,0.0,2.0,21.0,5.0,0.0,0.0,3.0,0.0,39.0,40.0,8.0,9.0,0.0,25.0,3.0,0.0,7.0,8.0,0.0,3.0,448.0
6480,соларь,8.0,0.0,6.0,10.0,2.0,0.0,0.0,115.0,1.0,0.0,16.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,240.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,448.0
5404,плейлист,17.0,0.0,5.0,50.0,2.0,0.0,1.0,90.0,4.0,1.0,0.0,10.0,53.0,13.0,0.0,48.0,3.0,3.0,4.0,0.0,0.0,3.0,19.0,0.0,3.0,0.0,24.0,36.0,8.0,6.0,0.0,30.0,0.0,0.0,3.0,6.0,3.0,2.0,447.0
2603,тактик,7.0,0.0,44.0,9.0,18.0,46.0,8.0,11.0,5.0,24.0,4.0,13.0,6.0,10.0,4.0,11.0,9.0,3.0,1.0,19.0,0.0,9.0,6.0,5.0,4.0,7.0,6.0,9.0,18.0,38.0,21.0,5.0,8.0,17.0,12.0,12.0,3.0,14.0,446.0
5308,штрафовать,5.0,198.0,2.0,7.0,6.0,3.0,12.0,4.0,13.0,0.0,5.0,7.0,6.0,5.0,19.0,6.0,6.0,5.0,14.0,8.0,0.0,11.0,0.0,3.0,6.0,1.0,3.0,6.0,5.0,4.0,7.0,3.0,12.0,4.0,15.0,5.0,24.0,5.0,445.0
3523,саудовский,12.0,0.0,8.0,10.0,14.0,3.0,9.0,14.0,12.0,3.0,32.0,14.0,3.0,16.0,0.0,13.0,13.0,1.0,3.0,9.0,1.0,12.0,0.0,31.0,20.0,1.0,26.0,8.0,26.0,5.0,10.0,20.0,35.0,12.0,17.0,18.0,1.0,13.0,445.0
2017,zf,13.0,3.0,4.0,17.0,0.0,0.0,18.0,5.0,2.0,0.0,14.0,8.0,17.0,3.0,0.0,0.0,0.0,35.0,77.0,2.0,0.0,1.0,0.0,0.0,11.0,96.0,16.0,60.0,5.0,0.0,0.0,14.0,0.0,0.0,1.0,3.0,18.0,2.0,445.0
2771,тайм,2.0,0.0,135.0,6.0,5.0,86.0,9.0,18.0,3.0,0.0,5.0,4.0,10.0,7.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,8.0,2.0,115.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,445.0
5111,арустамян,2.0,0.0,129.0,6.0,7.0,7.0,9.0,54.0,1.0,0.0,0.0,3.0,9.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,167.0,5.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,445.0
2333,котловка,244.0,0.0,0.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,16.0,3.0,13.0,5.0,2.0,4.0,5.0,87.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,17.0,2.0,0.0,0.0,10.0,0.0,0.0,8.0,2.0,0.0,0.0,445.0
5338,dazn,2.0,0.0,131.0,53.0,0.0,13.0,1.0,91.0,0.0,0.0,0.0,10.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
4018,четвертьфинал,7.0,0.0,121.0,9.0,10.0,52.0,5.0,37.0,5.0,0.0,16.0,13.0,4.0,8.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,10.0,1.0,1.0,0.0,13.0,2.0,102.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,3.0,443.0
6098,kamiq,0.0,7.0,0.0,46.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0,443.0
3272,techcrunch,9.0,0.0,0.0,36.0,8.0,0.0,17.0,44.0,0.0,0.0,24.0,26.0,9.0,27.0,0.0,25.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,33.0,0.0,13.0,17.0,1.0,0.0,7.0,35.0,20.0,0.0,12.0,58.0,2.0,10.0,442.0
3262,бенефициар,5.0,0.0,0.0,42.0,15.0,0.0,24.0,5.0,6.0,0.0,25.0,5.0,1.0,7.0,3.0,9.0,4.0,1.0,0.0,27.0,0.0,5.0,0.0,0.0,34.0,0.0,7.0,4.0,4.0,2.0,10.0,8.0,89.0,1.0,17.0,79.0,0.0,3.0,442.0
5122,шизый,2.0,0.0,0.0,29.0,17.0,0.0,1.0,14.0,4.0,0.0,14.0,2.0,16.0,20.0,91.0,18.0,14.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,103.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,441.0
3890,бомбардир,7.0,0.0,64.0,5.0,6.0,116.0,5.0,28.0,2.0,0.0,5.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,16.0,3.0,141.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,440.0
2299,го,9.0,4.0,27.0,10.0,15.0,32.0,22.0,13.0,10.0,2.0,5.0,11.0,11.0,31.0,9.0,16.0,10.0,3.0,10.0,19.0,0.0,10.0,2.0,7.0,9.0,15.0,8.0,11.0,11.0,38.0,11.0,5.0,7.0,8.0,6.0,3.0,10.0,10.0,440.0
3837,комплектовать,5.0,175.0,1.0,11.0,4.0,2.0,7.0,4.0,5.0,2.0,8.0,7.0,3.0,8.0,1.0,3.0,3.0,4.0,28.0,4.0,0.0,5.0,5.0,6.0,9.0,26.0,7.0,8.0,7.0,1.0,2.0,9.0,7.0,3.0,3.0,16.0,32.0,9.0,440.0
577,шиномонтаж,5.0,0.0,0.0,30.0,6.0,0.0,23.0,14.0,1.0,0.0,14.0,7.0,109.0,3.0,1.0,2.0,6.0,90.0,5.0,0.0,0.0,11.0,0.0,0.0,4.0,4.0,5.0,16.0,4.0,0.0,6.0,11.0,0.0,9.0,0.0,2.0,47.0,5.0,440.0
400,помпей,15.0,0.0,0.0,73.0,7.0,0.0,5.0,28.0,0.0,0.0,20.0,22.0,41.0,16.0,0.0,2.0,17.0,0.0,0.0,0.0,21.0,2.0,3.0,0.0,1.0,0.0,34.0,87.0,2.0,0.0,8.0,30.0,0.0,1.0,0.0,0.0,0.0,4.0,439.0
1718,changan,1.0,12.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,55.0,2.0,2.0,0.0,0.0,3.0,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,115.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,58.0,0.0,439.0
49,москвитин,8.0,0.0,0.0,68.0,15.0,0.0,0.0,5.0,6.0,0.0,2.0,13.0,53.0,13.0,17.0,132.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,17.0,10.0,0.0,12.0,15.0,0.0,0.0,27.0,6.0,0.0,0.0,439.0
4728,аникеев,17.0,0.0,0.0,56.0,25.0,0.0,10.0,24.0,3.0,0.0,22.0,14.0,22.0,17.0,11.0,6.0,15.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,11.0,29.0,10.0,1.0,37.0,39.0,27.0,0.0,5.0,11.0,0.0,0.0,439.0
7139,селиверстов,2.0,0.0,0.0,50.0,5.0,0.0,9.0,9.0,53.0,0.0,16.0,6.0,54.0,8.0,4.0,0.0,8.0,11.0,0.0,32.0,0.0,0.0,0.0,0.0,9.0,0.0,23.0,25.0,0.0,2.0,3.0,76.0,0.0,8.0,6.0,16.0,0.0,4.0,439.0
6060,дженоа,2.0,0.0,32.0,3.0,0.0,7.0,4.0,94.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
1994,пророссийский,10.0,0.0,0.0,12.0,26.0,0.0,8.0,16.0,8.0,0.0,7.0,9.0,5.0,30.0,5.0,24.0,24.0,0.0,0.0,23.0,0.0,10.0,0.0,5.0,12.0,0.0,17.0,2.0,17.0,1.0,76.0,4.0,43.0,9.0,10.0,17.0,0.0,8.0,438.0
682,properties,2.0,0.0,0.0,108.0,0.0,0.0,1.0,1.0,0.0,1.0,26.0,10.0,4.0,13.0,0.0,4.0,0.0,31.0,2.0,4.0,0.0,1.0,0.0,0.0,29.0,0.0,3.0,8.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,166.0,0.0,0.0,438.0
2254,нанотрубка,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,226.0,0.0,18.0,0.0,5.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0
8541,hybrid,4.0,3.0,2.0,88.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,27.0,1.0,1.0,0.0,1.0,0.0,0.0,103.0,0.0,4.0,1.0,0.0,0.0,4.0,76.0,10.0,52.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,11.0,28.0,1.0,437.0
5074,добролюбов,5.0,0.0,0.0,57.0,4.0,0.0,111.0,5.0,0.0,0.0,10.0,19.0,109.0,2.0,3.0,1.0,9.0,8.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,7.0,28.0,2.0,0.0,8.0,30.0,0.0,1.0,4.0,2.0,0.0,0.0,437.0
719,юниорский,8.0,0.0,97.0,3.0,1.0,101.0,4.0,42.0,1.0,0.0,4.0,8.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,14.0,1.0,0.0,1.0,7.0,2.0,112.0,0.0,2.0,0.0,8.0,1.0,1.0,1.0,1.0,437.0
5281,боровиков,3.0,0.0,0.0,39.0,36.0,0.0,10.0,8.0,0.0,0.0,20.0,15.0,35.0,2.0,61.0,25.0,5.0,0.0,0.0,42.0,0.0,9.0,0.0,0.0,5.0,0.0,4.0,25.0,1.0,2.0,29.0,19.0,0.0,11.0,15.0,9.0,0.0,7.0,437.0
3169,softbank,3.0,0.0,0.0,101.0,7.0,0.0,0.0,3.0,2.0,0.0,42.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,36.0,6.0,0.0,0.0,2.0,25.0,42.0,0.0,2.0,125.0,0.0,0.0,437.0
9074,андраде,1.0,0.0,121.0,6.0,1.0,4.0,0.0,69.0,1.0,1.0,0.0,9.0,16.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,166.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,436.0
5214,civic,0.0,7.0,2.0,56.0,11.0,0.0,9.0,1.0,2.0,0.0,16.0,18.0,23.0,5.0,26.0,10.0,0.0,2.0,73.0,18.0,0.0,1.0,0.0,0.0,1.0,38.0,10.0,26.0,10.0,1.0,18.0,14.0,0.0,0.0,14.0,4.0,16.0,4.0,436.0
7969,теслый,8.0,10.0,0.0,12.0,12.0,0.0,36.0,4.0,0.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,7.0,1.0,73.0,3.0,0.0,1.0,0.0,0.0,0.0,128.0,6.0,11.0,1.0,1.0,5.0,22.0,0.0,3.0,0.0,6.0,33.0,6.0,436.0
4049,challenger,8.0,0.0,21.0,26.0,4.0,1.0,3.0,22.0,0.0,0.0,16.0,16.0,17.0,23.0,0.0,3.0,2.0,0.0,90.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,22.0,32.0,2.0,30.0,5.0,30.0,2.0,2.0,2.0,7.0,17.0,6.0,436.0
2000,чумаков,20.0,0.0,0.0,66.0,4.0,0.0,13.0,18.0,2.0,4.0,26.0,10.0,84.0,6.0,50.0,4.0,4.0,2.0,0.0,2.0,0.0,16.0,0.0,0.0,10.0,0.0,15.0,22.0,25.0,0.0,5.0,22.0,0.0,0.0,3.0,1.0,0.0,1.0,435.0
6875,украинский,20.0,0.0,2.0,5.0,12.0,2.0,8.0,30.0,12.0,0.0,12.0,22.0,6.0,29.0,3.0,7.0,19.0,0.0,0.0,11.0,1.0,17.0,0.0,22.0,20.0,0.0,25.0,6.0,41.0,1.0,19.0,11.0,9.0,17.0,12.0,7.0,0.0,27.0,435.0
3742,брифинг,10.0,0.0,2.0,8.0,15.0,2.0,8.0,12.0,13.0,3.0,34.0,19.0,6.0,11.0,2.0,4.0,9.0,6.0,2.0,14.0,3.0,10.0,0.0,30.0,28.0,0.0,43.0,8.0,34.0,0.0,7.0,35.0,6.0,13.0,7.0,4.0,0.0,27.0,435.0
3271,минский,14.0,2.0,3.0,7.0,8.0,12.0,5.0,20.0,10.0,0.0,13.0,20.0,5.0,22.0,1.0,3.0,18.0,5.0,0.0,6.0,0.0,15.0,0.0,42.0,15.0,5.0,23.0,12.0,33.0,19.0,9.0,18.0,7.0,28.0,5.0,7.0,1.0,22.0,435.0
5392,уругваец,6.0,0.0,29.0,10.0,5.0,21.0,2.0,115.0,0.0,0.0,2.0,8.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0
4979,аутистический,16.0,0.0,0.0,26.0,20.0,0.0,6.0,27.0,1.0,27.0,0.0,23.0,67.0,7.0,1.0,14.0,5.0,9.0,0.0,0.0,50.0,0.0,8.0,0.0,4.0,0.0,48.0,15.0,5.0,1.0,11.0,41.0,0.0,0.0,1.0,1.0,0.0,0.0,434.0
