,0,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda
221,Маргулис,4.951107810372571e-05,,,2.4876550120029354e-05,,,,7.827175954915466e-06,,,,,,1.7681902572716824e-05,,,,,,,,0.0011529513495707315,,,,,,,9.466708740927736e-05,,,,,,,,,2.9893578859261028e-05
222,Жулин,9.902215620745142e-05,,0.0009347382732834807,,,,,0.00019567939887288663,,,,,8.714065372918428e-06,7.07276102908673e-05,,,,,,,,4.117683391324041e-05,,,,,6.890564061574081e-06,,1.0518565267697487e-05,0.00035704909425045945,,5.03826562744041e-06,,,,,,
223,Мельников,0.0003713330857779428,,0.0001699524133242692,0.00031095687650036695,0.0002519145505844417,,0.0004932356257046223,0.0003443957420162805,0.0015710919088766696,0.0010224948875255623,0.0022802344166222696,0.0005602589641434262,0.0001568531767125317,0.00017681902572716824,0.0007042962068618574,0.000299419126893826,0.00019979022026871785,0.00026684456304202795,,0.0003333555570371358,,0.0006588293426118464,,,0.0009461856889414547,,0.0006477130217879634,0.00015675321344087555,0.00026296413169243715,0.00010501443948542923,0.0007000350017500875,0.0007456633128611808,0.001148105625717566,0.0004892880858351099,0.0013651877133105802,0.00041017227235438887,,0.00032882936745187133
224,Смирнов,0.00121302141354128,,0.0002549286199864038,0.0018906178091222308,0.0005542120112857719,,0.0008455467869222098,0.0005165936130244208,0.0010099876557064305,,0.0006286627597229622,0.00049800796812749,0.00047927359551051346,0.0011493236672265935,0.0009055236945366736,0.00023953530151506078,0.0016232955396833324,0.00011118523460084499,,0.0011334088939262618,,0.001194128183483972,,,0.0004967474866942636,,0.0003031848187092596,0.0003135064268817511,0.000431261175975597,0.00016802310317668679,0.0006125306265313265,0.0005290178908812429,0.004018369690011481,0.0011882710655995526,0.0020477815699658703,0.000351576233446619,,0.0008071266292000479
225,Розниченко,,,,,,,,,,,,,,,,0.0007784897299239475,,,,,,,,,,,,,,,,,,,,,,
226,Анатолий,0.00032182200767421715,,0.0005098572399728076,2.4876550120029354e-05,0.00010076582023377672,,0.0002818489289740699,0.00013306199123356294,,,,0.00015562749003984066,0.00026142196118755285,,0.0002012274876748164,0.00011976765075753039,0.0005244493282053844,,,,,,0.0017152658662092624,,,,2.756225624629632e-05,0.0001852537977028529,2.103713053539497e-05,0.00010501443948542923,0.0004375218760938047,1.5114796882321231e-05,,0.0002096948939293328,,,,
227,Ватутин,,,,2.4876550120029354e-05,,,,7.044458359423921e-05,,,4.2621204049014384e-05,3.112549800796813e-05,,,,,,,,,,,,,,,,,,0.0014491992648989235,,,,,,,,
228,Бабич,0.00017328877336304,,,6.219137530007338e-05,,,0.00014092446448703494,0.0001643706950532248,0.0001122208506340478,,0.00014917421417155036,9.337649402390438e-05,1.7428130745836856e-05,0.00021218283087260192,,5.9883825378765195e-05,2.497377753358973e-05,,,0.0002000133342222815,,4.117683391324041e-05,,,0.0003311649911295092,,0.0002825131265245373,5.700116852395474e-05,0.00017881560955085727,,8.750437521876094e-05,0.00016122450007809313,,,,0.000703152466893238,,
229,Расторгуев,,,,,5.038291011688835e-05,,,2.3481527864746398e-05,,,,1.5562749003984063e-05,,,,0.0007186059045451822,,2.2237046920169e-05,,0.00026668444562970864,,0.0005352988408721253,,,4.730928444707274e-05,,2.756225624629632e-05,1.4250292130988685e-05,,4.2005775794171696e-05,,1.007653125488082e-05,,6.989829797644427e-05,,,0.0008849557522123895,2.9893578859261028e-05
230,Ануфриев,,,,2.4876550120029354e-05,,,7.046223224351747e-05,2.3481527864746398e-05,,0.002044989775051125,2.1310602024507192e-05,,1.7428130745836856e-05,3.536380514543365e-05,,0.00017965147613629558,,,,0.0003333555570371358,,8.235366782648082e-05,,,,,,1.4250292130988685e-05,1.0518565267697487e-05,,,1.007653125488082e-05,,,,,,
231,Гельфанд,2.4755539051862852e-05,,,,5.038291011688835e-05,,,,,,,1.5562749003984063e-05,,,,0.0003593029522725912,4.994755506717946e-05,,,,,,0.0017152658662092624,,2.365464222353637e-05,,,,,,8.750437521876094e-05,1.5114796882321231e-05,,,0.000136518771331058,,,
232,Крымов,,,,9.950620048011742e-05,0.00010076582023377672,,,,,,2.1310602024507192e-05,,,1.7681902572716824e-05,,0.00011976765075753039,,,,0.00013334222281485432,,,,,,,6.890564061574081e-06,1.4250292130988685e-05,,,0.0007875393769688486,5.03826562744041e-06,,,0.000136518771331058,,,
233,Полицейский,9.902215620745142e-05,0.006535947712418301,,3.731482518004404e-05,0.0002519145505844417,0.0004082465809348847,0.0009160090191657273,0.00011740763932373201,0.0001122208506340478,,0.0004901438465636654,6.225099601593625e-05,0.0001568531767125317,0.00017681902572716824,0.0029177985712848377,0.0006587220791664173,0.00034963288547025626,0.0014898821436513231,,0.0011334088939262618,,0.00016470733565296164,,,0.00016558249556475457,,0.0005650262530490746,5.700116852395474e-05,,,0.0004375218760938047,0.0002468750157445801,,,0.0010921501706484642,0.00011719207781553967,0.001769911504424779,0.0002092550520148272
234,Ефимов,7.426661715558858e-05,,0.0011896668932698845,2.4876550120029354e-05,,,7.046223224351747e-05,9.392611145898559e-05,0.0001122208506340478,,6.393180607352158e-05,1.5562749003984063e-05,8.714065372918428e-06,7.07276102908673e-05,0.0002012274876748164,,0.00014984266520153838,0.003224371803424505,,,,0.00024706100347944245,,,4.730928444707274e-05,,5.512451249259264e-05,7.125146065494343e-05,7.362995687388241e-05,0.0002940404305592019,0.0010500525026251313,0.0004735969689793985,,6.989829797644427e-05,,,,
235,Чиханчин,,,,,,,7.046223224351747e-05,2.3481527864746398e-05,,,0.00014917421417155036,1.5562749003984063e-05,1.7428130745836856e-05,,,,,,,,,4.117683391324041e-05,,,0.0002602010644589001,,8.957733280046305e-05,0.00024225496622680762,,,,1.007653125488082e-05,0.000574052812858783,0.0009436270226819976,,,,5.9787157718522055e-05
236,Сердюк,4.951107810372571e-05,,,2.4876550120029354e-05,,,,7.827175954915466e-05,0.0001122208506340478,,2.1310602024507192e-05,0.0001245019920318725,5.2284392237510575e-05,0.00017681902572716824,,0.00011976765075753039,2.497377753358973e-05,,,0.00013334222281485432,,4.117683391324041e-05,,,0.00014192785334121822,,0.00013092071716990753,8.550175278593211e-05,6.311139160618491e-05,,0.00017500875043752187,0.00014610970319577188,,3.494914898822214e-05,,,,0.0006576587349037428
237,Матыцин,2.4755539051862852e-05,,0.000424881033310673,9.950620048011742e-05,,0.0024494794856093076,,9.392611145898559e-05,0.0001122208506340478,,8.524240809802877e-05,3.112549800796813e-05,,1.7681902572716824e-05,0.0001006137438374082,,,0.00020013342228152105,,6.667111140742716e-05,,,,,2.365464222353637e-05,,6.890564061574081e-06,5.700116852395474e-05,3.1555695803092456e-05,0.00014702021527960093,,5.03826562744041e-06,,0.00013979659595288855,,,,2.9893578859261028e-05
238,Нико,,,0.0015295717199184226,2.4876550120029354e-05,,,,3.1308703819661866e-05,,,,1.5562749003984063e-05,,,,,,,,,,,,,,,2.756225624629632e-05,1.4250292130988685e-05,,0.002709372538724075,,1.5114796882321231e-05,,6.989829797644427e-05,,,,
239,Андреев,0.0004951107810372571,,0.0001699524133242692,0.0006592285781807779,0.00035268037081821843,0.004082465809348847,0.00014092446448703494,0.00047745773324984347,0.00033666255190214334,,0.0002131060202450719,0.00029569223107569717,0.00029627822267922654,0.0004066837591724869,0.0005030687191870409,0.0005389544284088867,0.0005244493282053844,0.00015565932844118302,,0.0006667111140742716,,0.0007411830104383274,,,0.0003784742755765819,,0.0003514187671402781,0.000498760224584604,0.0003155569580309246,4.2005775794171696e-05,0.0005250262513125656,0.00027206634388178216,0.001722158438576349,0.0004543389368468878,0.0006825938566552901,0.0002343841556310793,,0.0004185101040296544
240,Сергиенко,2.4755539051862852e-05,,,0.00024876550120029353,,,,2.3481527864746398e-05,,0.002044989775051125,,0.0001245019920318725,1.7428130745836856e-05,1.7681902572716824e-05,,,,,,,,4.117683391324041e-05,,,,,6.890564061574081e-06,1.4250292130988685e-05,4.207426107078994e-05,0.00010501443948542923,,4.534439064696369e-05,,,,,,2.9893578859261028e-05
241,Паршин,9.902215620745142e-05,,,4.975310024005871e-05,,,0.0002818489289740699,0.00028177833437695684,0.0004488834025361913,,0.00012786361214704316,0.000249003984063745,8.714065372918428e-05,7.07276102908673e-05,,5.9883825378765195e-05,9.989511013435893e-05,6.671114076050699e-05,,6.667111140742716e-05,,0.0004117683391324041,,,0.00018923713778829093,,5.512451249259264e-05,0.0005985122695015247,0.00014725991374776482,6.300866369125754e-05,,0.0002065688907250568,,0.0003494914898822214,,,,0.00026904220973334933
242,Экхофф,,,0.0010197144799456153,,,,,3.1308703819661866e-05,,,2.1310602024507192e-05,1.5562749003984063e-05,,1.7681902572716824e-05,,,,,,,,,,,,,,,,0.0006300866369125755,,,,,,,,
243,Чириков,,,,,,,,,,,2.1310602024507192e-05,,,,0.0001006137438374082,,,,,,,4.117683391324041e-05,,,,,6.890564061574081e-06,,,,,1.5114796882321231e-05,,,,,0.0008849557522123895,
244,Робинсон,,,0.0001699524133242692,4.975310024005871e-05,,0.0016329863237395388,,6.261740763932373e-05,0.0001122208506340478,,0.0001704848161960575,0.00010893924302788844,3.485626149167371e-05,7.07276102908673e-05,,0.00011976765075753039,2.497377753358973e-05,,,,,0.00016470733565296164,,,7.096392667060911e-05,,5.512451249259264e-05,5.700116852395474e-05,7.362995687388241e-05,0.00023103176686794434,8.750437521876094e-05,4.534439064696369e-05,,0.0003494914898822214,,,,5.9787157718522055e-05
245,Цукерберг,7.426661715558858e-05,,,9.950620048011742e-05,5.038291011688835e-05,,7.046223224351747e-05,0.0003991859737006888,0.00033666255190214334,,8.524240809802877e-05,0.0001867529880478088,0.00010456878447502115,8.840951286358412e-05,,0.0004191867776513564,4.994755506717946e-05,,,0.00013334222281485432,,4.117683391324041e-05,,,0.0004021289178001183,,5.512451249259264e-05,0.00014250292130988686,5.259282633848743e-05,,0.00017500875043752187,0.00015618623445065268,0.001148105625717566,0.00013979659595288855,0.000273037542662116,0.000351576233446619,,0.00023914863087408822
246,Ликсутов,2.4755539051862852e-05,,,,,,,,,,2.1310602024507192e-05,7.781374501992033e-05,6.0998457610429e-05,,,5.9883825378765195e-05,2.497377753358973e-05,0.0012452746275294641,,,,,,,,,4.823394843101856e-05,5.700116852395474e-05,0.00011570421794467236,,,0.0001007653125488082,,,,,0.001769911504424779,5.9787157718522055e-05
247,Специалист,0.0004951107810372571,,0.000424881033310673,0.0002736420513203229,0.0004030632809351068,,0.00035231116121758736,0.0008140262993112086,0.0002244417012680956,,0.001054874800213106,0.0006069472111553785,0.0005489861184938609,0.0008664132260631244,0.0002012274876748164,0.000299419126893826,0.0002247639978023076,0.0006226373137647322,,6.667111140742716e-05,,4.117683391324041e-05,,,0.00023654642223536367,,0.0006821658420958339,0.00035625730327471715,0.0004207426107078994,,0.00017500875043752187,0.0006096301409202894,,3.494914898822214e-05,0.0005460750853242321,,,0.0007473394714815258
248,Марьин,,,,,0.00010076582023377672,,,7.827175954915466e-06,,,,,,,,,,0.000333555703802535,,,,,,,,,6.890564061574081e-06,,,,,5.03826562744041e-06,,,,,,
249,Оришак,,,,,,,,1.5654351909830933e-05,,,,,,,,,,,,,,,,,,,,,0.0007047438729357316,,,,,,,,,
250,Ленард,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010921501706484642,,,,,,,,
251,Кадочник,,,,2.4876550120029354e-05,,,,7.827175954915466e-06,,,,,,1.7681902572716824e-05,,,,,,,,,,,,,,,,,,,,,,,0.0008849557522123895,2.9893578859261028e-05
252,Зайнагутдинов,,,,,,,,,,,,,1.7428130745836856e-05,,,,,,,,0.004149377593360996,,,,,,6.890564061574081e-06,,,,,,,,,,,
253,Сопредседатель,0.00012377769525931428,,,0.0005472841026406458,,,,4.6963055729492795e-05,,,0.00012786361214704316,7.781374501992033e-05,,1.7681902572716824e-05,,5.9883825378765195e-05,2.497377753358973e-05,,,,,,,,9.461856889414548e-05,,3.44528203078704e-05,2.850058426197737e-05,2.103713053539497e-05,,,7.557398441160615e-05,,,,0.000703152466893238,,5.9787157718522055e-05
254,Еспч,4.951107810372571e-05,,,0.0004850927273405724,0.0005038291011688835,,,0.00012523481527864746,,,0.0006393180607352157,7.781374501992033e-05,3.485626149167371e-05,1.7681902572716824e-05,0.00110675118221149,0.0006587220791664173,7.492133260076919e-05,,,,,,,,0.00028385570668243643,,0.00016537353747777793,2.850058426197737e-05,1.0518565267697487e-05,2.1002887897085848e-05,0.0002625131256562828,0.00012091837505856985,,,,0.00011719207781553967,,
255,Гамильтон,,,,,,,,1.5654351909830933e-05,,0.002044989775051125,,,,,,,,,,,,,,,,,,,,,8.750437521876094e-05,3.0229593764642463e-05,,,,,,
256,Кантидзе,,,,,,,,,,0.0010224948875255623,,,,,,,,,,,,,,,,,,,,,,5.03826562744041e-06,,,,,,
257,Усс,0.00019804431241490284,,,0.000385586526860455,0.00015114873035066505,,7.046223224351747e-05,0.00013306199123356294,0.0006733251038042867,,2.1310602024507192e-05,0.00014006474103585658,0.00014813911133961327,0.0001414552205817346,0.0001006137438374082,0.0004191867776513564,9.989511013435893e-05,,,0.00013334222281485432,,0.00024706100347944245,,,0.0003311649911295092,,0.0001447018452930557,0.00015675321344087555,0.00017881560955085727,,0.00017500875043752187,0.00023176021886225885,0.001148105625717566,0.00031454234089399924,0.0006825938566552901,0.00011719207781553967,,0.0001793614731555662
258,Сотрудник,0.0005446218591409828,,0.0001699524133242692,0.0005348458275806311,0.0005542120112857719,,0.0008455467869222098,0.000453976205385097,0.001683312759510717,,0.002024507192328184,0.000482445219123506,0.0005751283146126162,0.0007249580054813897,0.0014085924137237148,0.0010180250314390084,0.0006992657709405125,0.002957527240382477,,0.0016334422294819655,,0.00032941467130592327,,,0.0008279124778237728,0.013605442176870748,0.0014883618373000016,0.0003847578875366945,0.00030503839276322715,0.00014702021527960093,0.0007000350017500875,0.0009270408754490354,0.002296211251435132,0.00013979659595288855,0.0012286689419795222,0.0006445564279854683,0.001769911504424779,0.0006277651560444818
259,Кортун,,,,4.975310024005871e-05,,,,,,,,6.225099601593625e-05,9.58547191021027e-05,1.7681902572716824e-05,,,,,,,,4.117683391324041e-05,,,7.096392667060911e-05,,7.579620467731488e-05,,0.00010518565267697486,,,1.007653125488082e-05,,3.494914898822214e-05,,0.00351576233446619,,8.96807365777831e-05
260,Участник,0.0005198663200891199,,0.0001699524133242692,0.0007587347786608953,0.0009068923821039904,,0.0015501691093573846,0.00029743268628678774,,,0.0004581779435269047,0.0004513197211155378,0.0008539784065460059,0.0005481389797542215,0.0005030687191870409,0.00023953530151506078,0.0002747115528694871,0.00020013342228152105,,0.000800053336889126,,0.00028823783739268286,,,0.00028385570668243643,,0.0004961206124333338,0.00029925613475076233,0.00010518565267697486,8.401155158834339e-05,0.0009625481274063703,0.0007355867816062999,,6.989829797644427e-05,0.0016382252559726965,0.0005859603890776983,0.001769911504424779,0.0003886165251703934
261,Овечкин,0.00029706646862235426,,0.001274643099932019,9.950620048011742e-05,,0.00857317819963258,0.00035231116121758736,0.0007748904195366312,0.0002244417012680956,,7.458710708577518e-05,0.00014006474103585658,0.00011328284984793956,0.0004774113694633542,,,2.497377753358973e-05,,,0.00013334222281485432,,0.0003705915052191637,,,2.365464222353637e-05,,6.890564061574081e-06,0.0003847578875366945,6.311139160618491e-05,0.004494618009976372,,2.015306250976164e-05,,6.989829797644427e-05,0.000273037542662116,,,2.9893578859261028e-05
262,Лебедев,0.0003960886248298057,,0.000849762066621346,0.0008333644290209834,0.0005542120112857719,0.0008164931618697694,0.0004227733934611048,0.0003287413901064496,0.0006733251038042867,0.0010224948875255623,0.000554075652637187,0.000482445219123506,0.00040084700715424765,0.0006188665900450889,0.0002012274876748164,0.0003593029522725912,0.0004994755506717946,0.000333555703802535,,0.00046669777985199,,0.0004117683391324041,,,0.0006150206978119456,,0.0004409960999407412,0.0005557613931085587,0.00014725991374776482,0.0003675505381990024,0.0006125306265313265,0.0004836735002342794,,0.0005941355327997763,0.000136518771331058,0.0008203445447087777,,8.96807365777831e-05
263,Гузеев,7.426661715558858e-05,,,,,,,7.044458359423921e-05,,,,,0.0007581236874439032,0.00015913712315445143,,,0.00029968533040307675,2.2237046920169e-05,,,,4.117683391324041e-05,,,,,,,,,,5.03826562744041e-06,,,,,,
264,Левкин,2.4755539051862852e-05,,,4.975310024005871e-05,,,,3.913587977457733e-05,,,4.2621204049014384e-05,4.668824701195219e-05,8.714065372918428e-05,5.304570771815047e-05,0.0001006137438374082,,2.497377753358973e-05,0.002846342005781632,,,,,,,,,,8.550175278593211e-05,1.0518565267697487e-05,,,7.053571878416573e-05,,,,0.0002343841556310793,,0.00011957431543704411
265,Криворучко,2.4755539051862852e-05,,,4.975310024005871e-05,,,0.00014092446448703494,3.1308703819661866e-05,0.00033666255190214334,,8.524240809802877e-05,0.00014006474103585658,1.7428130745836856e-05,5.304570771815047e-05,,5.9883825378765195e-05,2.497377753358973e-05,4.4474093840338e-05,,0.00026668444562970864,,8.235366782648082e-05,,,4.730928444707274e-05,,9.646789686203712e-05,8.550175278593211e-05,0.00016829704428315977,,,0.00015618623445065268,,,,,,0.001016381681214875
266,Аржанников,,,,,,,,,,0.002044989775051125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Клинц,0.0002723109295704914,,,9.950620048011742e-05,0.0002519145505844417,,,0.0008453350031308704,0.00033666255190214334,,0.0002770378263185935,7.781374501992033e-05,6.971252298334742e-05,0.00026522853859075235,,,0.00012486888766794862,,,,,4.117683391324041e-05,,,0.00016558249556475457,,0.0011300525060981492,0.0009262689885142644,0.00032607552329862204,,,3.0229593764642463e-05,,3.494914898822214e-05,,,,0.00047829726174817644
268,Юмашев,7.426661715558858e-05,,,6.219137530007338e-05,0.0012091898428053206,0.0004082465809348847,,0.00011740763932373201,,,0.0002344166222695791,7.781374501992033e-05,2.6142196118755287e-05,0.00017681902572716824,0.0001006137438374082,0.0007784897299239475,7.492133260076919e-05,,,,,8.235366782648082e-05,,,0.0003075103489059728,,2.756225624629632e-05,4.2750876392966054e-05,5.259282633848743e-05,,,5.5420921901844504e-05,0.002296211251435132,0.00031454234089399924,0.0005460750853242321,0.000351576233446619,,0.00026904220973334933
269,Старовойт,,,,0.0006094754779407193,,,,2.3481527864746398e-05,,,,3.112549800796813e-05,4.357032686459214e-05,,,,,,,,,4.117683391324041e-05,,,,,8.957733280046305e-05,4.2750876392966054e-05,,,,0.00034764032829338827,,3.494914898822214e-05,,,,
270,Фадеев,0.0004703552419853941,,,0.0002736420513203229,0.00010076582023377672,,7.046223224351747e-05,0.0005244207889793362,0.0008977668050723824,,0.0005327650506126798,0.00010893924302788844,0.00020042350357712382,0.0004420475643179206,0.0005030687191870409,0.0009581412060602431,0.0002747115528694871,6.671114076050699e-05,,0.0003333555570371358,,0.00028823783739268286,,,0.00028385570668243643,,0.00045477722806388935,0.0002280046740958189,0.00016829704428315977,,0.0004375218760938047,0.00032244900015618625,,0.0003844406388704435,0.0009556313993174063,0.000351576233446619,,0.00044840368288891533
271,Химик,4.951107810372571e-05,,,2.4876550120029354e-05,,,,,,0.002044989775051125,,,6.971252298334742e-05,,,,,,,0.00013334222281485432,,,,,,,,,,,,5.03826562744041e-06,,,,,,
272,Николай,0.0009902215620745142,,0.0001699524133242692,0.0002612037762603082,0.0011084240225715438,0.0008164931618697694,0.0002818489289740699,0.00010958046336881652,,0.0010224948875255623,,0.0001867529880478088,0.0008452643411730875,3.536380514543365e-05,0.0001006137438374082,0.00017965147613629558,0.0006992657709405125,2.2237046920169e-05,,0.0014667644509633974,,0.00012353050173972123,,,,,7.579620467731488e-05,0.000584261977370536,5.259282633848743e-05,4.2005775794171696e-05,0.0007875393769688486,5.5420921901844504e-05,,,0.000273037542662116,,,5.9787157718522055e-05
273,Холмс,4.951107810372571e-05,,,,0.00010076582023377672,,,3.913587977457733e-05,,0.002044989775051125,,4.668824701195219e-05,3.485626149167371e-05,5.304570771815047e-05,,0.00011976765075753039,4.994755506717946e-05,,,,,8.235366782648082e-05,,,,,1.378112812314816e-05,5.700116852395474e-05,1.0518565267697487e-05,,8.750437521876094e-05,1.5114796882321231e-05,,3.494914898822214e-05,,,,
274,Хабер,,,,,,,,7.827175954915466e-06,,,,3.112549800796813e-05,,1.7681902572716824e-05,,,,,,,0.004149377593360996,,,,,,6.890564061574081e-06,,1.0518565267697487e-05,,,,,,,,,
275,Мамут,,,,,,,,2.3481527864746398e-05,,,2.1310602024507192e-05,3.112549800796813e-05,,7.07276102908673e-05,,5.9883825378765195e-05,,,,,,,,,4.730928444707274e-05,,2.756225624629632e-05,4.2750876392966054e-05,2.103713053539497e-05,2.1002887897085848e-05,8.750437521876094e-05,7.053571878416573e-05,0.001722158438576349,0.0001048474469646664,,,,8.96807365777831e-05
276,Ректор,0.00034657754672608,,,0.0005597223777006606,0.0002015316404675534,,0.00014092446448703494,3.1308703819661866e-05,0.0001122208506340478,0.003067484662576687,2.1310602024507192e-05,4.668824701195219e-05,0.0001917094382042054,0.00015913712315445143,0.0002012274876748164,0.00023953530151506078,0.00029968533040307675,6.671114076050699e-05,,0.000400026668444563,,,,,0.00011827321111768183,,4.823394843101856e-05,0.00012825262917889817,,,0.00017500875043752187,0.00016626276570553354,,6.989829797644427e-05,0.00040955631399317407,0.000351576233446619,,2.9893578859261028e-05
277,Никулашкин,,,,,,0.0016329863237395388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Самсонов,4.951107810372571e-05,,,1.2438275060014674e-05,0.00010076582023377672,0.0004082465809348847,,3.1308703819661866e-05,,,2.1310602024507192e-05,1.5562749003984063e-05,8.714065372918428e-06,1.7681902572716824e-05,,,4.994755506717946e-05,,,,,8.235366782648082e-05,,,,,6.890564061574081e-06,2.850058426197737e-05,,8.401155158834339e-05,,2.015306250976164e-05,0.002870264064293915,0.0001048474469646664,,,,
279,Рогозин,0.0012377769525931427,,,0.0002612037762603082,0.0007557436517533253,,0.0009160090191657273,0.0009627426424546024,0.002356637863315004,,0.0017155034629728289,0.0009182021912350598,0.0003485626149167371,0.0007780037131995402,0.0002012274876748164,0.000299419126893826,0.0008241346586084611,2.2237046920169e-05,,0.0006667111140742716,,0.0018941343600090586,,,0.0020816085156712006,,0.0010129129170513898,0.0007552654829424003,0.0006626696118649416,,0.00017500875043752187,0.0011487245630564134,,0.0009436270226819976,0.0016382252559726965,0.0008203445447087777,,0.0013751046275260073
280,Тимофеев,0.00019804431241490284,,,0.00023632722614027885,0.00010076582023377672,,0.0002818489289740699,0.0001643706950532248,,0.0010224948875255623,8.524240809802877e-05,7.781374501992033e-05,1.7428130745836856e-05,0.00021218283087260192,,,9.989511013435893e-05,0.00011118523460084499,,0.00013334222281485432,,0.00020588416956620205,,,0.0003311649911295092,,0.00019982635778564837,0.00012825262917889817,0.00028400126222783215,2.1002887897085848e-05,0.00017500875043752187,0.00027206634388178216,,6.989829797644427e-05,0.000273037542662116,0.0018750732450486347,,0.0003886165251703934
281,Грибакин,7.426661715558858e-05,,,0.00022388895108026415,5.038291011688835e-05,,,7.827175954915466e-05,0.0004488834025361913,,0.0001704848161960575,6.225099601593625e-05,8.714065372918428e-06,5.304570771815047e-05,0.0008049099506992655,5.9883825378765195e-05,2.497377753358973e-05,,,6.667111140742716e-05,,0.00020588416956620205,,,0.0004967474866942636,,0.0002480603062166669,0.00017100350557186422,0.0001367413484800673,,8.750437521876094e-05,0.0002015306250976164,,,0.000136518771331058,,,0.0002092550520148272
282,Кобелев,,,,8.706792542010273e-05,,,,3.1308703819661866e-05,,,,1.5562749003984063e-05,,3.536380514543365e-05,0.0009055236945366736,,,,,,,,,,9.461856889414548e-05,,6.890564061574081e-06,2.850058426197737e-05,,0.00010501443948542923,,1.007653125488082e-05,,,,,,
283,Федосеев,4.951107810372571e-05,0.006535947712418301,,4.975310024005871e-05,,,7.046223224351747e-05,0.00013306199123356294,0.0001122208506340478,,2.1310602024507192e-05,1.5562749003984063e-05,0.00014813911133961327,5.304570771815047e-05,0.0001006137438374082,,7.492133260076919e-05,8.8948187680676e-05,,,,8.235366782648082e-05,,,9.461856889414548e-05,,4.134338436944448e-05,8.550175278593211e-05,5.259282633848743e-05,0.00014702021527960093,8.750437521876094e-05,8.565051566648696e-05,,3.494914898822214e-05,,,,0.00014946789429630514
284,Онищенко,0.00044559970293353134,,,0.00023632722614027885,0.0004030632809351068,,,0.000352222917971196,0.0007855459544383348,,0.00034096963239211507,0.00043575697211155383,0.0006709830337147191,0.0005481389797542215,,,0.0002747115528694871,6.671114076050699e-05,,0.00013334222281485432,0.008298755186721992,0.0012353050173972125,,,0.00014192785334121822,,0.0003583093312018522,0.00024225496622680762,0.0004733354370463869,,8.750437521876094e-05,0.0001511479688232123,,0.00013979659595288855,,,,0.0005978715771852207
285,Морозов,0.0007921772496596114,,0.0013596193065941536,0.0005721606527606751,0.0002015316404675534,0.002857726066544193,0.0006341600901916572,0.001377582968065122,0.0015710919088766696,,0.0008417687799680341,0.0019453436254980078,0.0003137063534250634,0.0006542303951905225,0.0004024549753496328,0.000598838253787652,0.00019979022026871785,0.00020013342228152105,,0.00046669777985199,,0.0012764818513104528,,,0.0008515671200473092,,0.0024254785496740762,0.0007267648986804228,0.0033133480593247077,0.00111315305854555,0.0009625481274063703,0.0013502551881540298,,0.0010484744696466642,0.0005460750853242321,0.0019922653228641738,,0.001195743154370441
286,Уциев,,,,,,,,,,,,,,,,0.0007784897299239475,,,,,,,,,,,,,,,,,,,,,,
287,Бобылев,4.951107810372571e-05,,,3.731482518004404e-05,,,,1.5654351909830933e-05,0.0002244417012680956,0.003067484662576687,,,8.714065372918428e-06,1.7681902572716824e-05,,,,6.671114076050699e-05,,,,,,,2.365464222353637e-05,,2.067169218472224e-05,7.125146065494343e-05,,,,1.007653125488082e-05,,,,,,
288,Пассажир,9.902215620745142e-05,,,0.0004353396271005137,,,0.00014092446448703494,8.609893550407013e-05,0.0002244417012680956,,0.0003622802344166223,4.668824701195219e-05,0.0004705595301375951,7.07276102908673e-05,,,0.0002247639978023076,0.001178563486768957,,,,0.00020588416956620205,,,0.00014192785334121822,,0.00022049804997037055,0.00014250292130988686,4.207426107078994e-05,,,0.00013603317194089108,,6.989829797644427e-05,0.000273037542662116,0.00011719207781553967,,8.96807365777831e-05
289,Плеханов,0.00017328877336304,,,0.0001616975757801908,,,,7.044458359423921e-05,,,,6.225099601593625e-05,3.485626149167371e-05,5.304570771815047e-05,0.0001006137438374082,,9.989511013435893e-05,2.2237046920169e-05,,,,0.0004117683391324041,,,2.365464222353637e-05,,4.134338436944448e-05,9.97520449169208e-05,0.0006416324813295468,,,3.526785939208287e-05,,,,,,5.9787157718522055e-05
290,Горелкин,,,,2.4876550120029354e-05,,,0.00014092446448703494,1.5654351909830933e-05,,,0.00012786361214704316,,1.7428130745836856e-05,3.536380514543365e-05,,5.9883825378765195e-05,4.994755506717946e-05,,,0.00013334222281485432,,,,,4.730928444707274e-05,,4.134338436944448e-05,1.4250292130988685e-05,2.103713053539497e-05,,,8.565051566648696e-05,0.001148105625717566,,,0.0002343841556310793,,
291,Поршнев,,,0.0002549286199864038,,,0.0020412329046744235,,4.6963055729492795e-05,,,,,,1.7681902572716824e-05,,,,,,,,,,,,,,1.4250292130988685e-05,,0.00035704909425045945,,,,,,,,2.9893578859261028e-05
