,person,aif,autonews,championat,commers,echo,express,fontanka,gazeta,govorit,indicator,interfax,iz,kp,lenta,mediazona,meduza,mk,moscow,motor,novaya,nplus1,ntv,postnauka,radiovesti,rbk,review,ria,rosgazeta,rt,sports,svoboda,tass,thebell,tv1,tvrain,vedomosti,zarulem,zvezda,sum
182,Выходец,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125
253,Сопредседатель,0.00012377769525931428,0.0,0.0,0.0005472841026406458,0.0,0.0,0.0,4.6963055729492795e-05,0.0,0.0,0.00012786361214704316,7.781374501992033e-05,0.0,1.7681902572716824e-05,0.0,5.9883825378765195e-05,2.497377753358973e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.461856889414548e-05,0.0,3.44528203078704e-05,2.850058426197737e-05,2.103713053539497e-05,0.0,0.0,7.557398441160615e-05,0.0,0.0,0.0,0.000703152466893238,0.0,5.9787157718522055e-05,0.0020433644293042425
395,Фельдман,7.426661715558858e-05,0.0,0.0,6.219137530007338e-05,0.0,0.0,0.0,7.827175954915466e-06,0.0002244417012680956,0.0,0.0,0.0,0.0,0.0,0.0,0.0009581412060602431,0.0,0.0,0.0,0.0,0.0,4.117683391324041e-05,0.0,0.0,0.0,0.0,6.890564061574081e-06,2.850058426197737e-05,0.0001367413484800673,0.0,0.0003500175008750437,1.5114796882321231e-05,0.0,0.0,0.000136518771331058,0.0,0.0,0.0,0.002041828475544198
615,Торопец,0.0,0.0,0.0,0.0,0.0,0.0020412329046744235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020412329046744235
115,Бабошин,0.0,0.0,0.0,0.0,0.0,0.0020412329046744235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020412329046744235
759,Этуш,7.426661715558858e-05,0.0,0.0,2.4876550120029354e-05,5.038291011688835e-05,0.0,0.0,8.609893550407013e-05,0.0,0.0,0.0,6.225099601593625e-05,0.0006796970990876372,0.0,0.0,0.0,0.00019979022026871785,4.4474093840338e-05,0.0,0.0,0.0,0.00012353050173972123,0.0,0.0,0.0,0.0,4.134338436944448e-05,8.550175278593211e-05,3.1555695803092456e-05,0.0,0.0,7.557398441160615e-05,0.0,3.494914898822214e-05,0.0,5.8596038907769834e-05,0.0,0.0003587229463111324,0.0020316108754261262
962,Сержант,7.426661715558858e-05,0.0,0.0,4.975310024005871e-05,0.0,0.0,0.0,1.5654351909830933e-05,0.0,0.0,2.1310602024507192e-05,1.5562749003984063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.096392667060911e-05,0.0,6.890564061574081e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001769911504424779,0.0,0.0020243134154909314
58,Синельников,7.426661715558858e-05,0.0,0.0,3.731482518004404e-05,0.0,0.0,0.0,7.044458359423921e-05,0.0,0.0,0.0,6.225099601593625e-05,0.0,1.7681902572716824e-05,0.0002012274876748164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.730928444707274e-05,0.0,1.378112812314816e-05,1.4250292130988685e-05,0.0007152624382034291,0.0,8.750437521876094e-05,4.030612501952328e-05,0.0,0.0001048474469646664,0.000273037542662116,0.0002343841556310793,0.0,2.9893578859261028e-05,0.002023762779453387
461,Йоркшир,0.0,0.0,0.0,0.0,0.0,0.0,0.00014092446448703494,0.0,0.0,0.0,0.0,0.0,0.0,7.07276102908673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.117683391324041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001769911504424779,0.0,0.0020227404131159215
497,Немерюк,2.4755539051862852e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.913587977457733e-05,0.0002244417012680956,0.0,0.00012786361214704316,3.112549800796813e-05,8.714065372918428e-06,0.0,0.0,0.00011976765075753039,4.994755506717946e-05,0.0004669779853235489,0.0,0.0,0.0,0.00016470733565296164,0.0,0.0,0.00014192785334121822,0.0,8.957733280046305e-05,0.00029925613475076233,7.362995687388241e-05,0.0,0.0,0.0001007653125488082,0.0,0.0,0.0,0.0,0.0,5.9787157718522055e-05,0.0020223805704573422
